1692, ALTE, 12088
1692, VELE, 4866
1692, ALTF, 13194
1742, ALTE, 12417
1742, VELE, 4926
1742, ALTF, 13637
1792, ALTE, 12751
1792, VELE, 4987
1792, ALTF, 13965
1842, ALTE, 13087
1842, VELE, 5048
1842, ALTF, 14294
1892, ALTE, 13423
1892, VELE, 5106
1892, ALTF, 14542
1942, ALTE, 13759
1942, VELE, 5162
1942, ALTF, 14880
1992, ALTE, 14101
1992, VELE, 5220
1992, ALTF, 15288
2042, ALTE, 14449
2042, VELE, 5281
2042, ALTF, 15635
2092, ALTE, 14801
2092, VELE, 5343
2092, ALTF, 16061
2142, ALTE, 15161
2142, VELE, 5407
2142, ALTF, 16435
2192, ALTE, 15519
2192, VELE, 5468
2192, ALTF, 16711
2242, ALTE, 15879
2242, VELE, 5528
2242, ALTF, 17049
2292, ALTE, 16238
2292, VELE, 5587
2292, ALTF, 17405
2342, ALTE, 16603
2342, VELE, 5646
2342, ALTF, 17770
2392, ALTE, 16971
2392, VELE, 5706
2392, ALTF, 18144
2442, ALTE, 17336
2442, VELE, 5762
2442, ALTF, 18393
2492, ALTE, 17700
2492, VELE, 5814
2492, ALTF, 18741
2542, ALTE, 18064
2542, VELE, 5865
2542, ALTF, 19044
2592, ALTE, 18428
2592, VELE, 5914
2592, ALTF, 19383
2642, ALTE, 18789
2642, VELE, 5960
2642, ALTF, 19660
2692, ALTE, 19151
2692, VELE, 6005
2692, ALTF, 20052
2742, ALTE, 19517
2742, VELE, 6051
2742, ALTF, 20436
2792, ALTE, 19886
2792, VELE, 6097
2792, ALTF, 20793
2842, ALTE, 20254
2842, VELE, 6141
2842, ALTF, 21133
2892, ALTE, 20620
2892, VELE, 6182
2892, ALTF, 21419
2942, ALTE, 20987
2942, VELE, 6222
2942, ALTF, 21749
2992, ALTE, 21352
2992, VELE, 6260
2992, ALTF, 22072
3042, ALTE, 21711
3042, VELE, 6292
3042, ALTF, 22313
3092, ALTE, 22067
3092, VELE, 6321
3092, ALTF, 22626
3142, ALTE, 22421
3142, VELE, 6347
3142, ALTF, 22912
3192, ALTE, 22772
3192, VELE, 6370
3192, ALTF, 23235
3242, ALTE, 23117
3242, VELE, 6389
3242, ALTF, 23432
3292, ALTE, 23455
3292, VELE, 6402
3292, ALTF, 23665
3342, ALTE, 23789
3342, VELE, 6411
3342, ALTF, 23960
3392, ALTE, 24123
3392, VELE, 6421
3392, ALTF, 24355
3442, ALTE, 24454
3442, VELE, 6428
3442, ALTF, 24570
3492, ALTE, 24785
3492, VELE, 6434
3492, ALTF, 24892
3542, ALTE, 25112
3542, VELE, 6438
3542, ALTF, 25144
3592, ALTE, 25431
3592, VELE, 6436
3592, ALTF, 25368
3642, ALTE, 25751
3642, VELE, 6435
3642, ALTF, 25718
3692, ALTE, 26067
3692, VELE, 6431
3692, ALTF, 25933
3742, ALTE, 26387
3742, VELE, 6429
3742, ALTF, 26400
3792, ALTE, 26706
3792, VELE, 6428
3792, ALTF, 26669
3842, ALTE, 27024
3842, VELE, 6425
3842, ALTF, 26966
3892, ALTE, 27337
3892, VELE, 6420
3892, ALTF, 27182
3942, ALTE, 27643
3942, VELE, 6409
3942, ALTF, 27361
3992, ALTE, 27942
3992, VELE, 6394
3992, ALTF, 27613
4042, ALTE, 28237
4042, VELE, 6377
4042, ALTF, 27937
4092, ALTE, 28532
4092, VELE, 6360
4092, ALTF, 28216
4142, ALTE, 28825
4142, VELE, 6343
4142, ALTF, 28440
4192, ALTE, 29114
4192, VELE, 6323
4192, ALTF, 28692
4242, ALTE, 29399
4242, VELE, 6301
4242, ALTF, 28980
4292, ALTE, 29678
4292, VELE, 6276
4292, ALTF, 29161
4342, ALTE, 29954
4342, VELE, 6250
4342, ALTF, 29395
4392, ALTE, 30224
4392, VELE, 6221
4392, ALTF, 29638
4442, ALTE, 30492
4442, VELE, 6190
4442, ALTF, 29854
4492, ALTE, 30754
4492, VELE, 6157
4492, ALTF, 30106
4542, ALTE, 31015
4542, VELE, 6124
4542, ALTF, 30377
4592, ALTE, 31275
4592, VELE, 6092
4592, ALTF, 30648
4642, ALTE, 31533
4642, VELE, 6060
4642, ALTF, 30882
4692, ALTE, 31787
4692, VELE, 6025
4692, ALTF, 31071
4742, ALTE, 32035
4742, VELE, 5989
4742, ALTF, 31297
4792, ALTE, 32280
4792, VELE, 5950
4792, ALTF, 31504
4842, ALTE, 32523
4842, VELE, 5912
4842, ALTF, 31784
4892, ALTE, 32760
4892, VELE, 5871
4892, ALTF, 31928
4942, ALTE, -32543
4942, VELE, 5829
4942, ALTF, 32172
4992, ALTE, -32311
4992, VELE, 5788
4992, ALTF, 32407
5042, ALTE, -32080
5042, VELE, 5747
5042, ALTF, 32624
5092, ALTE, -31854
5092, VELE, 5705
5092, ALTF, -32677
5142, ALTE, -31628
5142, VELE, 5663
5142, ALTF, -32469
5192, ALTE, -31409
5192, VELE, 5618
5192, ALTF, -32306
5242, ALTE, -31192
5242, VELE, 5574
5242, ALTF, -32044
5292, ALTE, -30975
5292, VELE, 5530
5292, ALTF, -31845
5342, ALTE, -30763
5342, VELE, 5485
5342, ALTF, -31665
5392, ALTE, -30555
5392, VELE, 5439
5392, ALTF, -31493
5442, ALTE, -30353
5442, VELE, 5390
5442, ALTF, -31339
5492, ALTE, -30156
5492, VELE, 5340
5492, ALTF, -31158
5542, ALTE, -29960
5542, VELE, 5290
5542, ALTF, -30941
5592, ALTE, -29765
5592, VELE, 5242
5592, ALTF, -30732
5642, ALTE, -29575
5642, VELE, 5192
5642, ALTF, -30588
5692, ALTE, -29387
5692, VELE, 5142
5692, ALTF, -30397
5742, ALTE, -29200
5742, VELE, 5093
5742, ALTF, -30162
5792, ALTE, -29017
5792, VELE, 5043
5792, ALTF, -30008
5842, ALTE, -28838
5842, VELE, 4992
5842, ALTF, -29836
5892, ALTE, -28663
5892, VELE, 4940
5892, ALTF, -29718
5942, ALTE, -28491
5942, VELE, 4888
5942, ALTF, -29509
5992, ALTE, -28321
5992, VELE, 4836
5992, ALTF, -29355
6042, ALTE, -28153
6042, VELE, 4784
6042, ALTF, -29165
6092, ALTE, -27988
6092, VELE, 4733
6092, ALTF, -29038
6142, ALTE, -27828
6142, VELE, 4679
6142, ALTF, -28893
6192, ALTE, -27672
6192, VELE, 4625
6192, ALTF, -28739
6242, ALTE, -27517
6242, VELE, 4572
6242, ALTF, -28557
6292, ALTE, -27363
6292, VELE, 4519
6292, ALTF, -28394
6342, ALTE, -27211
6342, VELE, 4468
6342, ALTF, -28221
6392, ALTE, -27059
6392, VELE, 4418
6392, ALTF, -28049
6442, ALTE, -26911
6442, VELE, 4367
6442, ALTF, -27913
6492, ALTE, -26766
6492, VELE, 4316
6492, ALTF, -27786
6542, ALTE, -26624
6542, VELE, 4264
6542, ALTF, -27668
6592, ALTE, -26486
6592, VELE, 4212
6592, ALTF, -27540
6642, ALTE, -26353
6642, VELE, 4158
6642, ALTF, -27423
6692, ALTE, -26220
6692, VELE, 4106
6692, ALTF, -27259
6742, ALTE, -26089
6742, VELE, 4054
6742, ALTF, -27104
6792, ALTE, -25960
6792, VELE, 4002
6792, ALTF, -27014
6842, ALTE, -25836
6842, VELE, 3949
6842, ALTF, -26868
6892, ALTE, -25712
6892, VELE, 3898
6892, ALTF, -26750
6942, ALTE, -25591
6942, VELE, 3847
6942, ALTF, -26596
6992, ALTE, -25473
6992, VELE, 3794
6992, ALTF, -26532
7042, ALTE, -25361
7042, VELE, 3741
7042, ALTF, -26432
7092, ALTE, -25248
7092, VELE, 3689
7092, ALTF, -26268
7142, ALTE, -25138
7142, VELE, 3637
7142, ALTF, -26168
7192, ALTE, -25030
7192, VELE, 3586
7192, ALTF, -26032
7242, ALTE, -24922
7242, VELE, 3536
7242, ALTF, -25923
7292, ALTE, -24817
7292, VELE, 3486
7292, ALTF, -25804
7342, ALTE, -24712
7342, VELE, 3437
7342, ALTF, -25659
7392, ALTE, -24608
7392, VELE, 3390
7392, ALTF, -25559
7442, ALTE, -24508
7442, VELE, 3341
7442, ALTF, -25477
7492, ALTE, -24412
7492, VELE, 3292
7492, ALTF, -25386
7542, ALTE, -24316
7542, VELE, 3244
7542, ALTF, -25259
7592, ALTE, -24224
7592, VELE, 3195
7592, ALTF, -25204
7642, ALTE, -24135
7642, VELE, 3146
7642, ALTF, -25131
7692, ALTE, -24049
7692, VELE, 3096
7692, ALTF, -25031
7742, ALTE, -23964
7742, VELE, 3047
7742, ALTF, -24922
7792, ALTE, -23882
7792, VELE, 2998
7792, ALTF, -24858
7842, ALTE, -23802
7842, VELE, 2950
7842, ALTF, -24758
7892, ALTE, -23723
7892, VELE, 2902
7892, ALTF, -24676
7942, ALTE, -23645
7942, VELE, 2855
7942, ALTF, -24585
7992, ALTE, -23571
7992, VELE, 2807
7992, ALTF, -24512
8042, ALTE, -23498
8042, VELE, 2760
8042, ALTF, -24421
8092, ALTE, -23425
8092, VELE, 2715
8092, ALTF, -24312
8142, ALTE, -23355
8142, VELE, 2669
8142, ALTF, -24303
8192, ALTE, -23289
8192, VELE, 2622
8192, ALTF, -24202
8242, ALTE, -23223
8242, VELE, 2577
8242, ALTF, -24111
8292, ALTE, -23158
8292, VELE, 2532
8292, ALTF, -24066
8342, ALTE, -23098
8342, VELE, 2485
8342, ALTF, -24011
8392, ALTE, -23039
8392, VELE, 2440
8392, ALTF, -23956
8442, ALTE, -22982
8442, VELE, 2394
8442, ALTF, -23874
8492, ALTE, -22926
8492, VELE, 2350
8492, ALTF, -23792
8542, ALTE, -22873
8542, VELE, 2305
8542, ALTF, -23774
8592, ALTE, -22823
8592, VELE, 2260
8592, ALTF, -23728
8642, ALTE, -22776
8642, VELE, 2214
8642, ALTF, -23683
8692, ALTE, -22730
8692, VELE, 2168
8692, ALTF, -23655
8742, ALTE, -22689
8742, VELE, 2122
8742, ALTF, -23610
8792, ALTE, -22649
8792, VELE, 2076
8792, ALTF, -23555
8842, ALTE, -22609
8842, VELE, 2031
8842, ALTF, -23482
8892, ALTE, -22570
8892, VELE, 1988
8892, ALTF, -23427
8942, ALTE, -22532
8942, VELE, 1945
8942, ALTF, -23391
8992, ALTE, -22496
8992, VELE, 1902
8992, ALTF, -23346
9042, ALTE, -22463
9042, VELE, 1859
9042, ALTF, -23327
9092, ALTE, -22434
9092, VELE, 1814
9092, ALTF, -23336
9142, ALTE, -22407
9142, VELE, 1769
9142, ALTF, -23282
9192, ALTE, -22382
9192, VELE, 1725
9192, ALTF, -23254
9242, ALTE, -22358
9242, VELE, 1682
9242, ALTF, -23209
9292, ALTE, -22336
9292, VELE, 1639
9292, ALTF, -23190
9342, ALTE, -22315
9342, VELE, 1596
9342, ALTF, -23154
9392, ALTE, -22296
9392, VELE, 1554
9392, ALTF, -23136
9442, ALTE, -22280
9442, VELE, 1510
9442, ALTF, -23136
9492, ALTE, -22267
9492, VELE, 1467
9492, ALTF, -23126
9542, ALTE, -22257
9542, VELE, 1423
9542, ALTF, -23145
9592, ALTE, -22249
9592, VELE, 1378
9592, ALTF, -23136
9642, ALTE, -22242
9642, VELE, 1336
9642, ALTF, -23072
9692, ALTE, -22233
9692, VELE, 1295
9692, ALTF, -23035
9742, ALTE, -22226
9742, VELE, 1255
9742, ALTF, -23017
9792, ALTE, -22219
9792, VELE, 1216
9792, ALTF, -22999
9842, ALTE, -22214
9842, VELE, 1177
9842, ALTF, -22990
9892, ALTE, -22212
9892, VELE, 1137
9892, ALTF, -22999
9942, ALTE, -22212
9942, VELE, 1098
9942, ALTF, -22999
9992, ALTE, -22213
9992, VELE, 1059
9992, ALTF, -22999
10042, ALTE, -22216
10042, VELE, 1019
10042, ALTF, -22981
10092, ALTE, -22221
10092, VELE, 981
10092, ALTF, -22990
10142, ALTE, -22228
10142, VELE, 942
10142, ALTF, -22999
10192, ALTE, -22236
10192, VELE, 903
10192, ALTF, -22999
10242, ALTE, -22245
10242, VELE, 865
10242, ALTF, -22981
10292, ALTE, -22255
10292, VELE, 828
10292, ALTF, -22999
10342, ALTE, -22265
10342, VELE, 792
10342, ALTF, -22971
10392, ALTE, -22275
10392, VELE, 757
10392, ALTF, -22990
10442, ALTE, -22289
10442, VELE, 721
10442, ALTF, -22999
10492, ALTE, -22303
10492, VELE, 686
10492, ALTF, -22999
10542, ALTE, -22319
10542, VELE, 652
10542, ALTF, -22990
10592, ALTE, -22336
10592, VELE, 617
10592, ALTF, -23026
10642, ALTE, -22354
10642, VELE, 583
10642, ALTF, -23035
10692, ALTE, -22375
10692, VELE, 548
10692, ALTF, -23081
10742, ALTE, -22398
10742, VELE, 513
10742, ALTF, -23099
10792, ALTE, -22421
10792, VELE, 479
10792, ALTF, -23063
10842, ALTE, -22442
10842, VELE, 447
10842, ALTF, -23063
10892, ALTE, -22462
10892, VELE, 418
10892, ALTF, -23008
10942, ALTE, -22479
10942, VELE, 391
10942, ALTF, -23008
10992, ALTE, -22501
10992, VELE, 363
10992, ALTF, -23090
11042, ALTE, -22527
11042, VELE, 331
11042, ALTF, -23163
11092, ALTE, -22559
11092, VELE, 297
11092, ALTF, -23254
11142, ALTE, -22597
11142, VELE, 261
11142, ALTF, -23346
11192, ALTE, -22640
11192, VELE, 221
11192, ALTF, -23446
11242, ALTE, -22691
11242, VELE, 178
11242, ALTF, -23583
11292, ALTE, -22746
11292, VELE, 134
11292, ALTF, -23610
11342, ALTE, -22801
11342, VELE, 91
11342, ALTF, -23628
11392, ALTE, -22854
11392, VELE, 51
11392, ALTF, -23655
11442, ALTE, -22909
11442, VELE, 11
11442, ALTF, -23728
11492, ALTE, -22968
11492, VELE, -30
11492, ALTF, -23827
11542, ALTE, -23035
11542, VELE, -76
11542, ALTF, -23977
11592, ALTE, -23110
11592, VELE, -126
11592, ALTF, -24127
11642, ALTE, -23193
11642, VELE, -179
11642, ALTF, -24248
11692, ALTE, -23272
11692, VELE, -228
11692, ALTF, -24202
11742, ALTE, -23350
11742, VELE, -274
11742, ALTF, -24260
11792, ALTE, -23432
11792, VELE, -322
11792, ALTF, -24410
11842, ALTE, -23521
11842, VELE, -373
11842, ALTF, -24560
11892, ALTE, -23612
11892, VELE, -423
11892, ALTF, -24521
11942, ALTE, -23686
11942, VELE, -460
11942, ALTF, -24293
11970, EVT, 5
11992, ALTE, -23744
11992, VELE, -484
11992, ALTF, -24157
12042, ALTE, -23797
12042, VELE, -504
12042, ALTF, -24220
12092, ALTE, -23854
12092, VELE, -526
12092, ALTF, -24284
12142, ALTE, -23907
12142, VELE, -545
12142, ALTF, -24220
12192, ALTE, -23951
12192, VELE, -556
12192, ALTF, -24157
12242, ALTE, -23994
12242, VELE, -567
12242, ALTF, -24232
12292, ALTE, -24042
12292, VELE, -580
12292, ALTF, -24312
12342, ALTE, -24081
12342, VELE, -588
12342, ALTF, -24147
12392, ALTE, -24117
12392, VELE, -592
12392, ALTF, -24247
12442, ALTE, -24160
12442, VELE, -602
12442, ALTF, -24397
12492, ALTE, -24207
12492, VELE, -613
12492, ALTF, -24357
12542, ALTE, -24248
12542, VELE, -621
12542, ALTF, -24435
12592, ALTE, -24295
12592, VELE, -631
12592, ALTF, -24485
12642, ALTE, -24335
12642, VELE, -638
12642, ALTF, -24421
12692, ALTE, -24377
12692, VELE, -644
12692, ALTF, -24550
12742, ALTE, -24422
12742, VELE, -653
12742, ALTF, -24548
12792, ALTE, -24463
12792, VELE, -659
12792, ALTF, -24620
12842, ALTE, -24512
12842, VELE, -670
12842, ALTF, -24770
12892, ALTE, -24558
12892, VELE, -679
12892, ALTF, -24733
12942, ALTE, -24609
12942, VELE, -691
12942, ALTF, -24883
12992, ALTE, -24660
12992, VELE, -703
12992, ALTF, -24879
13042, ALTE, -24716
13042, VELE, -717
13042, ALTF, -25029
13092, ALTE, -24770
13092, VELE, -730
13092, ALTF, -25025
13142, ALTE, -24829
13142, VELE, -745
13142, ALTF, -25175
13192, ALTE, -24886
13192, VELE, -759
13192, ALTF, -25173
13242, ALTE, -24949
13242, VELE, -776
13242, ALTF, -25304
13292, ALTE, -25011
13292, VELE, -793
13292, ALTF, -25367
13342, ALTE, -25078
13342, VELE, -812
13342, ALTF, -25422
13392, ALTE, -25147
13392, VELE, -831
13392, ALTF, -25572
13442, ALTE, -25218
13442, VELE, -852
13442, ALTF, -25646
13492, ALTE, -25291
13492, VELE, -873
13492, ALTF, -25641
13542, ALTE, -25360
13542, VELE, -891
13542, ALTF, -25731
13592, ALTE, -25431
13592, VELE, -909
13592, ALTF, -25816
13642, ALTE, -25507
13642, VELE, -930
13642, ALTF, -25905
13692, ALTE, -25582
13692, VELE, -950
13692, ALTF, -26004
13742, ALTE, -25654
13742, VELE, -968
13742, ALTF, -25959
13792, ALTE, -25727
13792, VELE, -985
13792, ALTF, -26050
13842, ALTE, -25800
13842, VELE, -1001
13842, ALTF, -26152
13892, ALTE, -25877
13892, VELE, -1020
13892, ALTF, -26286
13942, ALTE, -25961
13942, VELE, -1043
13942, ALTF, -26436
13970, EVT, 6
13992, ALTE, -26050
13992, VELE, -1068
13992, ALTF, -26586
14042, ALTE, -26144
14042, VELE, -1097
14042, ALTF, -26736
14092, ALTE, -26244
14092, VELE, -1128
14092, ALTF, -26886
14142, ALTE, -26349
14142, VELE, -1162
14142, ALTF, -27035
14192, ALTE, -26458
14192, VELE, -1198
14192, ALTF, -27185
14242, ALTE, -26529
14242, VELE, -1206
14242, ALTF, -26368
14292, ALTE, -26565
14292, VELE, -1189
14292, ALTF, -26159
14342, ALTE, -26596
14342, VELE, -1168
14342, ALTF, -26226
14392, ALTE, -26633
14392, VELE, -1153
14392, ALTF, -26376
14442, ALTE, -26674
14442, VELE, -1142
14442, ALTF, -26441
14492, ALTE, -26717
14492, VELE, -1132
14492, ALTF, -26567
14542, ALTE, -26767
14542, VELE, -1128
14542, ALTF, -26717
14592, ALTE, -26824
14592, VELE, -1128
14592, ALTF, -26867
14642, ALTE, -26885
14642, VELE, -1131
14642, ALTF, -26832
14692, ALTE, -26894
14692, VELE, -1097
14692, ALTF, -25832
14742, ALTE, -26831
14742, VELE, -1015
14742, ALTF, -24832
14792, ALTE, -26723
14792, VELE, -905
14792, ALTF, -24593
14842, ALTE, -26625
14842, VELE, -805
14842, ALTF, -24743
14892, ALTE, -26540
14892, VELE, -717
14892, ALTF, -24893
14942, ALTE, -26466
14942, VELE, -641
14942, ALTF, -25043
14992, ALTE, -26405
14992, VELE, -576
14992, ALTF, -25193
15042, ALTE, -26355
15042, VELE, -521
15042, ALTF, -25343
15092, ALTE, -26316
15092, VELE, -476
15092, ALTF, -25493
15142, ALTE, -26288
15142, VELE, -440
15142, ALTF, -25643
15192, ALTE, -26271
15192, VELE, -412
15192, ALTF, -25793
15242, ALTE, -26264
15242, VELE, -393
15242, ALTF, -25943
15292, ALTE, -26267
15292, VELE, -381
15292, ALTF, -26093
15342, ALTE, -26279
15342, VELE, -377
15342, ALTF, -26243
15392, ALTE, -26301
15392, VELE, -379
15392, ALTF, -26393
15442, ALTE, -26332
15442, VELE, -387
15442, ALTF, -26543
15492, ALTE, -26371
15492, VELE, -401
15492, ALTF, -26693
15542, ALTE, -26419
15542, VELE, -420
15542, ALTF, -26843
15592, ALTE, -26473
15592, VELE, -444
15592, ALTF, -26932
15642, ALTE, -26525
15642, VELE, -464
15642, ALTF, -26895
15692, ALTE, -26571
15692, VELE, -480
15692, ALTF, -26850
15742, ALTE, -26614
15742, VELE, -494
15742, ALTF, -26895
15792, ALTE, -26661
15792, VELE, -509
15792, ALTF, -26959
15842, ALTE, -26708
15842, VELE, -524
15842, ALTF, -27014
15892, ALTE, -26759
15892, VELE, -541
15892, ALTF, -27104
15942, ALTE, -26811
15942, VELE, -559
15942, ALTF, -27168
15992, ALTE, -26866
15992, VELE, -578
15992, ALTF, -27241
16042, ALTE, -26920
16042, VELE, -595
16042, ALTF, -27250
16092, ALTE, -26976
16092, VELE, -613
16092, ALTF, -27376
16142, ALTE, -27039
16142, VELE, -636
16142, ALTF, -27523
16192, ALTE, -27106
16192, VELE, -660
16192, ALTF, -27604
16242, ALTE, -27172
16242, VELE, -683
16242, ALTF, -27595
16292, ALTE, -27237
16292, VELE, -705
16292, ALTF, -27677
16342, ALTE, -27302
16342, VELE, -725
16342, ALTF, -27713
16392, ALTE, -27367
16392, VELE, -745
16392, ALTF, -27749
16442, ALTE, -27431
16442, VELE, -764
16442, ALTF, -27804
16492, ALTE, -27495
16492, VELE, -782
16492, ALTF, -27831
16542, ALTE, -27556
16542, VELE, -797
16542, ALTF, -27849
16592, ALTE, -27617
16592, VELE, -812
16592, ALTF, -27886
16642, ALTE, -27677
16642, VELE, -825
16642, ALTF, -27949
16692, ALTE, -27736
16692, VELE, -838
16692, ALTF, -27967
16742, ALTE, -27795
16742, VELE, -850
16742, ALTF, -28013
16792, ALTE, -27851
16792, VELE, -860
16792, ALTF, -28040
16842, ALTE, -27908
16842, VELE, -869
16842, ALTF, -28094
16892, ALTE, -27964
16892, VELE, -878
16892, ALTF, -28149
16942, ALTE, -28021
16942, VELE, -887
16942, ALTF, -28185
16992, ALTE, -28076
16992, VELE, -895
16992, ALTF, -28231
17042, ALTE, -28132
17042, VELE, -902
17042, ALTF, -28294
17092, ALTE, -28189
17092, VELE, -911
17092, ALTF, -28348
17142, ALTE, -28247
17142, VELE, -919
17142, ALTF, -28403
17192, ALTE, -28302
17192, VELE, -925
17192, ALTF, -28412
17242, ALTE, -28354
17242, VELE, -929
17242, ALTF, -28421
17292, ALTE, -28405
17292, VELE, -932
17292, ALTF, -28467
17342, ALTE, -28456
17342, VELE, -936
17342, ALTF, -28521
17392, ALTE, -28507
17392, VELE, -938
17392, ALTF, -28557
17442, ALTE, -28557
17442, VELE, -940
17442, ALTF, -28603
17492, ALTE, -28606
17492, VELE, -942
17492, ALTF, -28639
17542, ALTE, -28656
17542, VELE, -944
17542, ALTF, -28693
17592, ALTE, -28706
17592, VELE, -946
17592, ALTF, -28739
17642, ALTE, -28754
17642, VELE, -947
17642, ALTF, -28766
17692, ALTE, -28803
17692, VELE, -947
17692, ALTF, -28820
17742, ALTE, -28850
17742, VELE, -947
17742, ALTF, -28857
17792, ALTE, -28899
17792, VELE, -948
17792, ALTF, -28920
17842, ALTE, -28949
17842, VELE, -950
17842, ALTF, -28983
17892, ALTE, -29000
17892, VELE, -953
17892, ALTF, -29065
17942, ALTE, -29051
17942, VELE, -955
17942, ALTF, -29101
17992, ALTE, -29102
17992, VELE, -957
17992, ALTF, -29120
18042, ALTE, -29150
18042, VELE, -957
18042, ALTF, -29156
18092, ALTE, -29198
18092, VELE, -957
18092, ALTF, -29183
18142, ALTE, -29243
18142, VELE, -955
18142, ALTF, -29201
18192, ALTE, -29288
18192, VELE, -954
18192, ALTF, -29256
18242, ALTE, -29334
18242, VELE, -952
18242, ALTF, -29310
18292, ALTE, -29379
18292, VELE, -950
18292, ALTF, -29319
18342, ALTE, -29423
18342, VELE, -948
18342, ALTF, -29382
18392, ALTE, -29467
18392, VELE, -945
18392, ALTF, -29419
18442, ALTE, -29513
18442, VELE, -944
18442, ALTF, -29500
18492, ALTE, -29558
18492, VELE, -943
18492, ALTF, -29527
18542, ALTE, -29603
18542, VELE, -942
18542, ALTF, -29591
18592, ALTE, -29649
18592, VELE, -941
18592, ALTF, -29627
18642, ALTE, -29694
18642, VELE, -939
18642, ALTF, -29654
18692, ALTE, -29740
18692, VELE, -939
18692, ALTF, -29727
18742, ALTE, -29786
18742, VELE, -938
18742, ALTF, -29772
18792, ALTE, -29833
18792, VELE, -938
18792, ALTF, -29836
18842, ALTE, -29878
18842, VELE, -936
18842, ALTF, -29845
18892, ALTE, -29922
18892, VELE, -935
18892, ALTF, -29890
18942, ALTE, -29966
18942, VELE, -933
18942, ALTF, -29926
18992, ALTE, -30011
18992, VELE, -932
18992, ALTF, -29999
19042, ALTE, -30056
19042, VELE, -931
19042, ALTF, -30026
19092, ALTE, -30101
19092, VELE, -930
19092, ALTF, -30080
19142, ALTE, -30146
19142, VELE, -928
19142, ALTF, -30135
19192, ALTE, -30192
19192, VELE, -928
19192, ALTF, -30180
19242, ALTE, -30237
19242, VELE, -927
19242, ALTF, -30225
19292, ALTE, -30283
19292, VELE, -927
19292, ALTF, -30280
19342, ALTE, -30328
19342, VELE, -926
19342, ALTF, -30298
19392, ALTE, -30372
19392, VELE, -924
19392, ALTF, -30361
19442, ALTE, -30418
19442, VELE, -924
19442, ALTF, -30406
19492, ALTE, -30465
19492, VELE, -924
19492, ALTF, -30479
19542, ALTE, -30511
19542, VELE, -925
19542, ALTF, -30515
19592, ALTE, -30557
19592, VELE, -924
19592, ALTF, -30551
19642, ALTE, -30601
19642, VELE, -923
19642, ALTF, -30560
19692, ALTE, -30645
19692, VELE, -921
19692, ALTF, -30624
19742, ALTE, -30690
19742, VELE, -920
19742, ALTF, -30678
19792, ALTE, -30735
19792, VELE, -920
19792, ALTF, -30696
19842, ALTE, -30779
19842, VELE, -918
19842, ALTF, -30741
19892, ALTE, -30823
19892, VELE, -917
19892, ALTF, -30796
19942, ALTE, -30866
19942, VELE, -915
19942, ALTF, -30841
19992, ALTE, -30910
19992, VELE, -914
19992, ALTF, -30886
20042, ALTE, -30954
20042, VELE, -912
20042, ALTF, -30913
20092, ALTE, -30996
20092, VELE, -910
20092, ALTF, -30959
20142, ALTE, -31041
20142, VELE, -910
20142, ALTF, -31049
20192, ALTE, -31086
20192, VELE, -910
20192, ALTF, -31076
20242, ALTE, -31131
20242, VELE, -909
20242, ALTF, -31113
20292, ALTE, -31174
20292, VELE, -907
20292, ALTF, -31131
20342, ALTE, -31217
